CUSTOMER_ID,FIRST_PAID_INVOICE_DATE,PAID_SIGNUP_COHORT_MONTH
cus_000000004982,2022-09-01,2022-09-01
cus_000000004985,2022-05-01,2022-05-01
cus_000000004987,2022-11-01,2022-11-01
cus_000000004994,2023-06-01,2023-06-01
cus_000000005010,2023-01-01,2023-01-01
cus_000000005014,2023-11-01,2023-11-01
cus_000000005027,2022-04-01,2022-04-01
cus_000000005046,2022-05-01,2022-05-01
cus_000000005050,2022-11-01,2022-11-01
cus_000000005053,2022-11-01,2022-11-01
cus_000000005055,2022-04-01,2022-04-01
cus_000000005056,2022-09-01,2022-09-01
cus_000000005067,2023-04-01,2023-04-01
cus_000000005073,2022-05-01,2022-05-01
cus_000000005075,2022-01-01,2022-01-01
cus_000000005081,2023-01-01,2023-01-01
cus_000000005090,2023-05-01,2023-05-01
cus_000000005091,2022-09-01,2022-09-01
cus_000000005114,2022-03-01,2022-03-01
cus_000000005121,2023-07-01,2023-07-01
cus_000000005133,2022-07-01,2022-07-01
cus_000000005139,2022-07-01,2022-07-01
cus_000000005154,2023-05-01,2023-05-01
cus_000000005168,2023-06-01,2023-06-01
cus_000000005181,2023-05-01,2023-05-01
cus_000000005217,2022-08-01,2022-08-01
cus_000000005218,2022-07-01,2022-07-01
cus_000000005229,2023-03-01,2023-03-01
cus_000000005237,2023-02-01,2023-02-01
cus_000000005242,2022-01-01,2022-01-01
cus_000000005243,2022-07-01,2022-07-01
cus_000000005248,2023-10-01,2023-10-01
cus_000000005266,2022-09-01,2022-09-01
cus_000000005279,2023-11-01,2023-11-01
cus_000000005290,2023-02-01,2023-02-01
cus_000000005321,2023-08-01,2023-08-01
cus_000000005344,2022-12-01,2022-12-01
cus_000000005351,2022-08-01,2022-08-01
cus_000000005375,2022-02-01,2022-02-01
cus_000000005378,2022-11-01,2022-11-01
cus_000000005398,2022-12-01,2022-12-01
cus_000000005399,2022-12-01,2022-12-01
cus_000000005401,2023-04-01,2023-04-01
cus_000000005426,2023-02-01,2023-02-01
cus_000000005456,2022-12-01,2022-12-01
cus_000000005470,2022-05-01,2022-05-01
cus_000000005475,2023-05-01,2023-05-01
cus_000000005481,2023-11-01,2023-11-01
cus_000000005487,2022-02-01,2022-02-01
cus_000000005489,2023-02-01,2023-02-01
cus_000000005502,2023-10-01,2023-10-01
cus_000000005506,2023-08-01,2023-08-01
cus_000000005507,2022-12-01,2022-12-01
cus_000000005518,2022-03-01,2022-03-01
cus_000000005543,2022-05-01,2022-05-01
cus_000000005566,2022-10-01,2022-10-01
cus_000000005574,2022-02-01,2022-02-01
cus_000000005584,2023-05-01,2023-05-01
cus_000000005593,2022-05-01,2022-05-01
cus_000000005596,2023-11-01,2023-11-01
cus_000000005604,2023-03-01,2023-03-01
cus_000000005606,2022-02-01,2022-02-01
cus_000000005632,2022-03-01,2022-03-01
cus_000000005642,2022-12-01,2022-12-01
cus_000000005669,2022-06-01,2022-06-01
cus_000000005675,2023-10-01,2023-10-01
cus_000000005683,2023-02-01,2023-02-01
cus_000000005705,2023-04-01,2023-04-01
cus_000000005718,2023-01-01,2023-01-01
cus_000000005736,2023-05-01,2023-05-01
cus_000000005738,2023-05-01,2023-05-01
cus_000000005740,2022-04-01,2022-04-01
cus_000000005754,2022-05-01,2022-05-01
cus_000000005762,2022-05-01,2022-05-01
cus_000000005769,2023-04-01,2023-04-01
cus_000000005781,2022-04-01,2022-04-01
cus_000000005783,2022-08-01,2022-08-01
cus_000000005797,2022-11-01,2022-11-01
cus_000000005798,2022-09-01,2022-09-01
cus_000000005807,2023-01-01,2023-01-01
cus_000000005831,2023-02-01,2023-02-01
cus_000000005877,2022-02-01,2022-02-01
cus_000000005886,2022-01-01,2022-01-01
cus_000000005908,2023-12-01,2023-12-01
cus_000000005917,2023-05-01,2023-05-01
cus_000000005927,2022-04-01,2022-04-01
cus_000000005932,2022-03-01,2022-03-01
cus_000000005935,2023-01-01,2023-01-01
cus_000000005937,2022-09-01,2022-09-01
cus_000000005955,2022-12-01,2022-12-01
cus_000000005977,2022-10-01,2022-10-01
cus_000000006003,2023-07-01,2023-07-01
cus_000000006009,2022-12-01,2022-12-01
cus_000000006012,2023-12-01,2023-12-01
cus_000000006022,2022-05-01,2022-05-01
cus_000000006024,2022-10-01,2022-10-01
cus_000000006028,2023-08-01,2023-08-01
cus_000000006038,2022-07-01,2022-07-01
cus_000000006052,2023-09-01,2023-09-01
cus_000000006056,2022-03-01,2022-03-01
cus_000000006069,2022-11-01,2022-11-01
cus_000000006072,2022-06-01,2022-06-01
cus_000000006080,2022-02-01,2022-02-01
cus_000000006100,2023-03-01,2023-03-01
cus_000000006109,2023-09-01,2023-09-01
cus_000000006118,2022-08-01,2022-08-01
cus_000000006133,2023-06-01,2023-06-01
cus_000000006134,2022-08-01,2022-08-01
cus_000000006136,2023-02-01,2023-02-01
cus_000000006138,2023-07-01,2023-07-01
cus_000000006144,2023-12-01,2023-12-01
cus_000000006150,2022-04-01,2022-04-01
cus_000000006173,2023-07-01,2023-07-01
cus_000000006197,2022-01-01,2022-01-01
cus_000000006200,2022-01-01,2022-01-01
cus_000000006216,2022-07-01,2022-07-01
cus_000000006219,2022-02-01,2022-02-01
cus_000000006228,2023-10-01,2023-10-01
cus_000000006243,2023-12-01,2023-12-01
cus_000000006263,2023-04-01,2023-04-01
cus_000000006265,2023-05-01,2023-05-01
cus_000000006266,2023-06-01,2023-06-01
cus_000000006268,2023-02-01,2023-02-01
cus_000000006276,2022-12-01,2022-12-01
cus_000000006280,2022-07-01,2022-07-01
cus_000000006319,2022-01-01,2022-01-01
cus_000000006323,2023-07-01,2023-07-01
cus_000000006330,2022-09-01,2022-09-01
cus_000000006336,2023-12-01,2023-12-01
cus_000000006340,2022-03-01,2022-03-01
cus_000000006349,2022-06-01,2022-06-01
cus_000000006378,2023-07-01,2023-07-01
cus_000000006396,2022-08-01,2022-08-01
cus_000000006405,2023-08-01,2023-08-01
cus_000000006418,2022-10-01,2022-10-01
cus_000000006445,2022-12-01,2022-12-01
cus_000000006466,2022-01-01,2022-01-01
cus_000000006474,2022-07-01,2022-07-01
cus_000000006476,2023-10-01,2023-10-01
cus_000000006479,2023-12-01,2023-12-01
cus_000000006480,2023-08-01,2023-08-01
cus_000000006521,2022-02-01,2022-02-01
cus_000000006571,2022-07-01,2022-07-01
cus_000000006600,2023-12-01,2023-12-01
cus_000000006602,2022-11-01,2022-11-01
cus_000000006620,2022-06-01,2022-06-01
cus_000000006648,2023-02-01,2023-02-01
cus_000000006649,2023-03-01,2023-03-01
cus_000000006658,2023-06-01,2023-06-01
cus_000000006674,2023-03-01,2023-03-01
cus_000000006679,2023-01-01,2023-01-01
cus_000000006691,2022-01-01,2022-01-01
cus_000000006703,2022-02-01,2022-02-01
cus_000000006705,2023-11-01,2023-11-01
cus_000000006707,2023-09-01,2023-09-01
cus_000000006710,2023-02-01,2023-02-01
cus_000000006711,2023-04-01,2023-04-01
cus_000000006717,2023-09-01,2023-09-01
cus_000000006724,2023-06-01,2023-06-01
cus_000000006726,2023-09-01,2023-09-01
cus_000000006760,2023-05-01,2023-05-01
cus_000000006813,2023-09-01,2023-09-01
cus_000000006820,2023-10-01,2023-10-01
cus_000000006827,2022-04-01,2022-04-01
cus_000000006834,2023-03-01,2023-03-01
cus_000000006894,2022-08-01,2022-08-01
cus_000000006914,2022-04-01,2022-04-01
cus_000000006916,2023-10-01,2023-10-01
cus_000000006928,2022-09-01,2022-09-01
cus_000000006938,2022-11-01,2022-11-01
cus_000000006939,2023-07-01,2023-07-01
cus_000000006942,2022-06-01,2022-06-01
cus_000000006953,2022-09-01,2022-09-01
cus_000000006962,2023-01-01,2023-01-01
cus_000000006971,2022-04-01,2022-04-01
cus_000000006988,2023-04-01,2023-04-01
cus_000000007013,2022-09-01,2022-09-01
cus_000000007031,2023-05-01,2023-05-01
cus_000000007033,2022-06-01,2022-06-01
cus_000000007035,2022-12-01,2022-12-01
cus_000000007053,2023-11-01,2023-11-01
cus_000000007055,2022-03-01,2022-03-01
cus_000000007056,2023-06-01,2023-06-01
cus_000000007068,2023-12-01,2023-12-01
cus_000000007116,2023-05-01,2023-05-01
cus_000000007117,2023-01-01,2023-01-01
cus_000000007129,2022-06-01,2022-06-01
cus_000000007140,2023-05-01,2023-05-01
cus_000000007141,2022-12-01,2022-12-01
cus_000000007156,2022-02-01,2022-02-01
cus_000000007157,2023-09-01,2023-09-01
cus_000000007195,2023-02-01,2023-02-01
cus_000000007205,2023-09-01,2023-09-01
cus_000000007207,2022-10-01,2022-10-01
cus_000000007209,2022-11-01,2022-11-01
cus_000000007214,2023-06-01,2023-06-01
cus_000000007224,2023-08-01,2023-08-01
cus_000000007232,2023-02-01,2023-02-01
cus_000000007247,2023-04-01,2023-04-01
cus_000000007254,2022-05-01,2022-05-01
cus_000000007268,2023-10-01,2023-10-01
cus_000000007281,2023-01-01,2023-01-01
cus_000000007283,2022-03-01,2022-03-01
cus_000000007297,2023-06-01,2023-06-01
cus_000000007307,2023-07-01,2023-07-01
cus_000000007309,2023-05-01,2023-05-01
cus_000000007334,2023-05-01,2023-05-01
cus_000000007347,2022-03-01,2022-03-01
cus_000000007392,2022-01-01,2022-01-01
cus_000000007416,2022-09-01,2022-09-01
cus_000000007417,2022-09-01,2022-09-01
cus_000000007423,2022-11-01,2022-11-01
cus_000000007424,2022-06-01,2022-06-01
cus_000000007432,2022-03-01,2022-03-01
cus_000000007446,2022-05-01,2022-05-01
cus_000000007447,2022-05-01,2022-05-01
cus_000000007463,2023-10-01,2023-10-01
cus_000000007474,2023-09-01,2023-09-01
cus_000000007510,2022-10-01,2022-10-01
cus_000000007528,2023-09-01,2023-09-01
cus_000000007547,2023-06-01,2023-06-01
cus_000000007548,2023-05-01,2023-05-01
cus_000000007554,2022-08-01,2022-08-01
cus_000000007559,2023-06-01,2023-06-01
cus_000000007569,2022-01-01,2022-01-01
cus_000000007586,2022-09-01,2022-09-01
cus_000000007600,2022-03-01,2022-03-01
cus_000000007616,2023-09-01,2023-09-01
cus_000000007617,2023-01-01,2023-01-01
cus_000000007620,2023-02-01,2023-02-01
cus_000000007629,2023-03-01,2023-03-01
cus_000000007632,2022-11-01,2022-11-01
cus_000000007634,2023-03-01,2023-03-01
cus_000000007652,2023-11-01,2023-11-01
cus_000000007696,2022-06-01,2022-06-01
cus_000000007702,2022-06-01,2022-06-01
cus_000000007705,2022-03-01,2022-03-01
cus_000000007716,2023-04-01,2023-04-01
cus_000000007728,2022-05-01,2022-05-01
cus_000000007733,2022-09-01,2022-09-01
cus_000000007746,2023-07-01,2023-07-01
cus_000000007747,2023-09-01,2023-09-01
cus_000000007798,2022-12-01,2022-12-01
cus_000000007836,2022-11-01,2022-11-01
cus_000000007838,2023-06-01,2023-06-01
cus_000000007842,2022-03-01,2022-03-01
cus_000000007854,2022-09-01,2022-09-01
cus_000000007877,2022-09-01,2022-09-01
cus_000000007885,2022-11-01,2022-11-01
cus_000000007888,2022-08-01,2022-08-01
cus_000000007889,2023-05-01,2023-05-01
cus_000000007912,2022-06-01,2022-06-01
cus_000000007928,2022-04-01,2022-04-01
cus_000000007965,2022-07-01,2022-07-01
cus_000000007970,2022-04-01,2022-04-01
cus_000000007973,2023-08-01,2023-08-01
cus_000000007974,2023-10-01,2023-10-01
cus_000000007981,2022-12-01,2022-12-01
cus_000000007988,2023-12-01,2023-12-01
cus_000000007993,2022-04-01,2022-04-01
cus_000000007994,2023-09-01,2023-09-01
cus_000000007995,2023-06-01,2023-06-01
cus_000000008000,2023-01-01,2023-01-01
cus_000000008006,2022-04-01,2022-04-01
cus_000000008013,2023-06-01,2023-06-01
cus_000000008016,2023-10-01,2023-10-01
cus_000000008017,2023-09-01,2023-09-01
cus_000000008021,2023-06-01,2023-06-01
cus_000000008041,2022-07-01,2022-07-01
cus_000000008046,2023-04-01,2023-04-01
cus_000000008055,2023-03-01,2023-03-01
cus_000000008059,2022-01-01,2022-01-01
cus_000000008066,2022-01-01,2022-01-01
cus_000000008067,2022-12-01,2022-12-01
cus_000000008074,2023-07-01,2023-07-01
cus_000000008098,2022-10-01,2022-10-01
cus_000000008100,2022-12-01,2022-12-01
cus_000000008105,2023-09-01,2023-09-01
cus_000000008112,2023-07-01,2023-07-01
cus_000000008119,2023-09-01,2023-09-01
cus_000000008126,2022-02-01,2022-02-01
cus_000000008129,2022-03-01,2022-03-01
cus_000000008140,2023-04-01,2023-04-01
cus_000000008156,2022-11-01,2022-11-01
cus_000000008167,2022-01-01,2022-01-01
cus_000000008177,2023-06-01,2023-06-01
cus_000000008178,2023-12-01,2023-12-01
cus_000000008185,2022-12-01,2022-12-01
cus_000000008188,2022-03-01,2022-03-01
cus_000000008196,2022-09-01,2022-09-01
cus_000000008249,2022-02-01,2022-02-01
cus_000000008258,2023-06-01,2023-06-01
cus_000000008266,2023-06-01,2023-06-01
cus_000000008275,2022-06-01,2022-06-01
cus_000000008296,2022-05-01,2022-05-01
cus_000000008297,2022-05-01,2022-05-01
cus_000000008315,2023-11-01,2023-11-01
cus_000000008347,2023-10-01,2023-10-01
cus_000000008372,2022-03-01,2022-03-01
cus_000000008378,2023-10-01,2023-10-01
cus_000000008382,2023-12-01,2023-12-01
cus_000000008388,2022-05-01,2022-05-01
cus_000000008393,2022-07-01,2022-07-01
cus_000000008398,2022-02-01,2022-02-01
cus_000000008400,2022-07-01,2022-07-01
cus_000000008417,2023-05-01,2023-05-01
cus_000000008423,2023-07-01,2023-07-01
cus_000000008441,2022-10-01,2022-10-01
cus_000000008442,2022-10-01,2022-10-01
cus_000000008478,2022-10-01,2022-10-01
cus_000000008479,2023-07-01,2023-07-01
cus_000000008525,2022-09-01,2022-09-01
cus_000000008533,2023-05-01,2023-05-01
cus_000000008578,2022-04-01,2022-04-01
cus_000000008580,2022-04-01,2022-04-01
cus_000000008594,2022-09-01,2022-09-01
cus_000000008612,2022-11-01,2022-11-01
cus_000000008615,2023-04-01,2023-04-01
cus_000000008623,2023-05-01,2023-05-01
cus_000000008641,2023-11-01,2023-11-01
cus_000000008653,2023-03-01,2023-03-01
cus_000000008663,2023-12-01,2023-12-01
cus_000000008694,2022-11-01,2022-11-01
cus_000000008696,2022-04-01,2022-04-01
cus_000000008706,2022-06-01,2022-06-01
cus_000000008714,2023-06-01,2023-06-01
cus_000000008732,2023-07-01,2023-07-01
cus_000000008736,2022-05-01,2022-05-01
cus_000000008737,2023-04-01,2023-04-01
cus_000000008773,2023-05-01,2023-05-01
cus_000000008778,2022-04-01,2022-04-01
cus_000000008798,2023-01-01,2023-01-01
cus_000000008802,2022-02-01,2022-02-01
cus_000000008832,2023-08-01,2023-08-01
cus_000000008838,2023-01-01,2023-01-01
cus_000000008843,2023-06-01,2023-06-01
cus_000000008871,2022-11-01,2022-11-01
cus_000000008881,2023-03-01,2023-03-01
cus_000000008890,2023-06-01,2023-06-01
cus_000000008910,2022-01-01,2022-01-01
cus_000000008913,2022-03-01,2022-03-01
cus_000000008915,2022-01-01,2022-01-01
cus_000000008921,2023-03-01,2023-03-01
cus_000000008925,2023-04-01,2023-04-01
cus_000000008931,2022-11-01,2022-11-01
cus_000000008934,2023-06-01,2023-06-01
cus_000000008937,2022-04-01,2022-04-01
cus_000000008944,2022-06-01,2022-06-01
cus_000000008959,2023-09-01,2023-09-01
cus_000000008964,2022-06-01,2022-06-01
cus_000000008965,2022-05-01,2022-05-01
cus_000000008975,2022-05-01,2022-05-01
cus_000000008992,2023-08-01,2023-08-01
cus_000000008995,2022-10-01,2022-10-01
cus_000000009000,2022-10-01,2022-10-01
cus_000000009034,2023-02-01,2023-02-01
cus_000000009049,2022-07-01,2022-07-01
cus_000000009063,2023-03-01,2023-03-01
cus_000000009078,2023-11-01,2023-11-01
cus_000000009085,2023-12-01,2023-12-01
cus_000000009099,2023-02-01,2023-02-01
cus_000000009111,2022-07-01,2022-07-01
cus_000000009135,2023-03-01,2023-03-01
cus_000000009136,2023-10-01,2023-10-01
cus_000000009149,2022-02-01,2022-02-01
cus_000000009171,2022-05-01,2022-05-01
cus_000000009173,2022-08-01,2022-08-01
cus_000000009177,2022-05-01,2022-05-01
cus_000000009182,2022-02-01,2022-02-01
cus_000000009184,2022-06-01,2022-06-01
cus_000000009198,2022-02-01,2022-02-01
cus_000000009215,2022-07-01,2022-07-01
cus_000000009225,2022-08-01,2022-08-01
cus_000000009236,2023-06-01,2023-06-01
cus_000000009245,2022-01-01,2022-01-01
cus_000000009246,2023-11-01,2023-11-01
cus_000000009271,2023-10-01,2023-10-01
cus_000000009304,2023-10-01,2023-10-01
cus_000000009327,2022-11-01,2022-11-01
cus_000000009334,2022-01-01,2022-01-01
cus_000000009349,2022-06-01,2022-06-01
cus_000000009361,2022-08-01,2022-08-01
cus_000000009379,2023-09-01,2023-09-01
cus_000000009380,2022-06-01,2022-06-01
cus_000000009381,2023-02-01,2023-02-01
cus_000000009397,2022-10-01,2022-10-01
cus_000000009401,2023-07-01,2023-07-01
cus_000000009409,2023-05-01,2023-05-01
cus_000000009442,2022-10-01,2022-10-01
cus_000000009480,2022-01-01,2022-01-01
cus_000000009485,2022-06-01,2022-06-01
cus_000000009486,2022-03-01,2022-03-01
cus_000000009492,2023-11-01,2023-11-01
cus_000000009499,2022-11-01,2022-11-01
cus_000000009532,2023-06-01,2023-06-01
cus_000000009548,2022-09-01,2022-09-01
cus_000000009551,2022-11-01,2022-11-01
cus_000000009566,2023-07-01,2023-07-01
cus_000000009567,2022-10-01,2022-10-01
cus_000000009576,2022-01-01,2022-01-01
cus_000000009584,2022-10-01,2022-10-01
cus_000000009585,2022-03-01,2022-03-01
cus_000000009595,2023-07-01,2023-07-01
cus_000000009619,2023-09-01,2023-09-01
cus_000000009620,2023-12-01,2023-12-01
cus_000000009628,2022-01-01,2022-01-01
cus_000000009635,2023-06-01,2023-06-01
cus_000000009656,2023-11-01,2023-11-01
cus_000000009666,2022-12-01,2022-12-01
cus_000000009671,2022-04-01,2022-04-01
cus_000000009678,2023-04-01,2023-04-01
cus_000000009682,2022-02-01,2022-02-01
cus_000000009687,2023-01-01,2023-01-01
cus_000000009694,2023-08-01,2023-08-01
cus_000000009695,2022-09-01,2022-09-01
cus_000000009702,2023-09-01,2023-09-01
cus_000000009719,2022-05-01,2022-05-01
cus_000000009722,2022-09-01,2022-09-01
cus_000000009746,2022-12-01,2022-12-01
cus_000000009755,2023-11-01,2023-11-01
cus_000000009762,2023-11-01,2023-11-01
cus_000000009769,2022-09-01,2022-09-01
cus_000000009780,2023-01-01,2023-01-01
cus_000000009784,2022-02-01,2022-02-01
cus_000000009787,2022-04-01,2022-04-01
cus_000000009791,2022-10-01,2022-10-01
cus_000000009804,2023-10-01,2023-10-01
cus_000000009805,2022-01-01,2022-01-01
cus_000000009822,2022-05-01,2022-05-01
cus_000000009825,2022-05-01,2022-05-01
cus_000000009860,2022-05-01,2022-05-01
cus_000000009862,2022-04-01,2022-04-01
cus_000000009868,2023-01-01,2023-01-01
cus_000000009890,2023-05-01,2023-05-01
cus_000000009901,2022-08-01,2022-08-01
cus_000000009903,2022-09-01,2022-09-01
cus_000000009915,2022-06-01,2022-06-01
cus_000000009930,2022-09-01,2022-09-01
cus_000000009937,2022-11-01,2022-11-01
cus_000000009946,2022-04-01,2022-04-01
cus_000000009948,2022-03-01,2022-03-01
cus_000000009960,2022-09-01,2022-09-01
cus_000000009992,2022-08-01,2022-08-01
cus_000000010004,2023-01-01,2023-01-01
cus_000000010025,2022-09-01,2022-09-01
cus_000000010063,2023-03-01,2023-03-01
cus_000000010065,2023-07-01,2023-07-01
cus_000000010072,2023-09-01,2023-09-01
cus_000000010089,2022-07-01,2022-07-01
cus_000000010093,2023-10-01,2023-10-01
cus_000000010097,2022-10-01,2022-10-01
cus_000000010101,2023-01-01,2023-01-01
cus_000000010128,2023-12-01,2023-12-01
cus_000000010135,2022-03-01,2022-03-01
cus_000000010136,2022-06-01,2022-06-01
cus_000000010152,2023-03-01,2023-03-01
cus_000000010164,2023-08-01,2023-08-01
cus_000000010181,2023-05-01,2023-05-01
cus_000000010206,2022-02-01,2022-02-01
cus_000000010207,2023-07-01,2023-07-01
cus_000000010218,2023-11-01,2023-11-01
cus_000000010224,2023-04-01,2023-04-01
cus_000000010226,2023-08-01,2023-08-01
cus_000000010231,2022-10-01,2022-10-01
cus_000000010236,2023-01-01,2023-01-01
cus_000000010240,2023-06-01,2023-06-01
cus_000000010244,2022-11-01,2022-11-01
cus_000000010248,2022-01-01,2022-01-01
cus_000000010257,2022-02-01,2022-02-01
cus_000000010275,2022-11-01,2022-11-01
cus_000000010278,2023-10-01,2023-10-01
cus_000000010281,2022-02-01,2022-02-01
cus_000000010284,2023-05-01,2023-05-01
cus_000000010298,2022-06-01,2022-06-01
cus_000000010299,2023-05-01,2023-05-01
cus_000000010301,2022-06-01,2022-06-01
cus_000000010312,2022-02-01,2022-02-01
cus_000000010334,2023-12-01,2023-12-01
cus_000000010355,2022-10-01,2022-10-01
cus_000000010397,2023-03-01,2023-03-01
cus_000000010398,2022-01-01,2022-01-01
cus_000000010430,2022-10-01,2022-10-01
cus_000000010432,2022-01-01,2022-01-01
cus_000000010443,2022-06-01,2022-06-01
cus_000000010449,2022-02-01,2022-02-01
cus_000000010475,2023-06-01,2023-06-01
cus_000000010486,2023-09-01,2023-09-01
cus_000000010496,2023-05-01,2023-05-01
cus_000000010503,2022-12-01,2022-12-01
cus_000000010505,2023-10-01,2023-10-01
cus_000000010519,2023-12-01,2023-12-01
cus_000000010550,2023-02-01,2023-02-01
cus_000000010554,2022-07-01,2022-07-01
cus_000000010555,2023-11-01,2023-11-01
cus_000000010557,2022-04-01,2022-04-01
cus_000000010561,2023-06-01,2023-06-01
cus_000000010583,2022-03-01,2022-03-01
cus_000000010584,2022-01-01,2022-01-01
cus_000000010598,2023-04-01,2023-04-01
cus_000000010600,2023-05-01,2023-05-01
cus_000000010613,2023-06-01,2023-06-01
cus_000000010633,2022-09-01,2022-09-01
cus_000000010638,2023-04-01,2023-04-01
cus_000000010639,2022-06-01,2022-06-01
cus_000000010640,2022-04-01,2022-04-01
cus_000000010643,2023-12-01,2023-12-01
cus_000000010655,2022-01-01,2022-01-01
cus_000000010670,2023-10-01,2023-10-01
cus_000000010678,2022-04-01,2022-04-01
cus_000000010684,2022-04-01,2022-04-01
cus_000000010691,2023-04-01,2023-04-01
cus_000000010706,2022-02-01,2022-02-01
cus_000000010712,2023-02-01,2023-02-01
cus_000000010716,2023-05-01,2023-05-01
cus_000000010737,2022-05-01,2022-05-01
cus_000000010752,2023-08-01,2023-08-01
cus_000000010804,2022-11-01,2022-11-01
cus_000000010832,2023-04-01,2023-04-01
cus_000000010836,2022-05-01,2022-05-01
cus_000000010842,2023-02-01,2023-02-01
cus_000000010855,2023-06-01,2023-06-01
cus_000000010863,2023-04-01,2023-04-01
cus_000000010875,2022-03-01,2022-03-01
cus_000000010878,2022-08-01,2022-08-01
cus_000000010881,2022-04-01,2022-04-01
cus_000000010910,2023-07-01,2023-07-01
cus_000000010918,2022-03-01,2022-03-01
cus_000000010954,2023-03-01,2023-03-01
cus_000000010955,2023-07-01,2023-07-01
cus_000000010972,2022-06-01,2022-06-01
cus_000000010984,2022-04-01,2022-04-01
cus_000000010999,2022-08-01,2022-08-01
cus_000000011000,2023-10-01,2023-10-01
cus_000000011007,2023-01-01,2023-01-01
cus_000000011024,2022-10-01,2022-10-01
cus_000000011030,2022-08-01,2022-08-01
cus_000000011031,2022-09-01,2022-09-01
cus_000000011035,2022-09-01,2022-09-01
cus_000000011049,2022-11-01,2022-11-01
cus_000000011051,2023-05-01,2023-05-01
cus_000000011058,2023-12-01,2023-12-01
cus_000000011081,2022-07-01,2022-07-01
cus_000000011087,2023-03-01,2023-03-01
cus_000000011106,2023-01-01,2023-01-01
cus_000000011123,2022-07-01,2022-07-01
cus_000000011128,2023-10-01,2023-10-01
cus_000000011134,2022-09-01,2022-09-01
cus_000000011191,2022-04-01,2022-04-01
cus_000000011193,2022-03-01,2022-03-01
cus_000000011194,2023-12-01,2023-12-01
cus_000000011201,2023-06-01,2023-06-01
cus_000000011220,2023-03-01,2023-03-01
cus_000000011238,2022-08-01,2022-08-01
cus_000000011286,2023-08-01,2023-08-01
cus_000000011287,2023-01-01,2023-01-01
cus_000000011300,2022-05-01,2022-05-01
cus_000000011303,2022-08-01,2022-08-01
cus_000000011307,2023-02-01,2023-02-01
cus_000000011311,2022-12-01,2022-12-01
cus_000000011330,2023-07-01,2023-07-01
cus_000000011332,2022-05-01,2022-05-01
cus_000000011372,2023-12-01,2023-12-01
cus_000000011386,2022-09-01,2022-09-01
cus_000000011388,2023-06-01,2023-06-01
cus_000000011405,2022-10-01,2022-10-01
cus_000000011415,2022-05-01,2022-05-01
cus_000000011434,2022-10-01,2022-10-01
cus_000000011447,2022-10-01,2022-10-01
cus_000000011449,2023-11-01,2023-11-01
cus_000000011457,2023-02-01,2023-02-01
cus_000000011461,2023-05-01,2023-05-01
cus_000000011473,2022-07-01,2022-07-01
cus_000000011474,2022-10-01,2022-10-01
cus_000000011475,2022-06-01,2022-06-01
cus_000000011490,2023-03-01,2023-03-01
cus_000000011491,2022-01-01,2022-01-01
cus_000000011501,2022-01-01,2022-01-01
cus_000000011537,2023-11-01,2023-11-01
cus_000000011552,2022-01-01,2022-01-01
cus_000000011554,2022-11-01,2022-11-01
cus_000000011564,2022-06-01,2022-06-01
cus_000000011625,2023-06-01,2023-06-01
cus_000000011628,2022-03-01,2022-03-01
cus_000000011650,2023-06-01,2023-06-01
cus_000000011651,2023-07-01,2023-07-01
cus_000000011657,2023-04-01,2023-04-01
cus_000000011661,2023-08-01,2023-08-01
cus_000000011665,2022-05-01,2022-05-01
cus_000000011671,2022-09-01,2022-09-01
cus_000000011682,2022-08-01,2022-08-01
cus_000000011689,2022-07-01,2022-07-01
cus_000000011694,2022-06-01,2022-06-01
cus_000000011717,2022-05-01,2022-05-01
cus_000000011729,2022-02-01,2022-02-01
cus_000000011730,2023-09-01,2023-09-01
cus_000000011739,2022-10-01,2022-10-01
cus_000000011748,2022-07-01,2022-07-01
cus_000000011766,2023-04-01,2023-04-01
cus_000000011774,2022-03-01,2022-03-01
cus_000000011777,2022-08-01,2022-08-01
cus_000000011778,2023-04-01,2023-04-01
cus_000000011784,2022-10-01,2022-10-01
cus_000000011788,2022-05-01,2022-05-01
cus_000000011809,2023-04-01,2023-04-01
cus_000000011811,2022-07-01,2022-07-01
cus_000000011842,2023-03-01,2023-03-01
cus_000000011864,2022-07-01,2022-07-01
cus_000000011872,2022-01-01,2022-01-01
cus_000000011878,2023-09-01,2023-09-01
cus_000000011884,2022-04-01,2022-04-01
cus_000000011886,2023-07-01,2023-07-01
cus_000000011895,2022-08-01,2022-08-01
cus_000000011908,2023-09-01,2023-09-01
cus_000000011917,2023-04-01,2023-04-01
cus_000000011920,2023-02-01,2023-02-01
cus_000000011941,2022-03-01,2022-03-01
cus_000000011943,2023-12-01,2023-12-01
cus_000000011954,2022-01-01,2022-01-01
cus_000000011962,2023-11-01,2023-11-01
cus_000000011965,2022-04-01,2022-04-01
cus_000000011971,2023-01-01,2023-01-01
cus_000000011977,2022-10-01,2022-10-01
cus_000000012006,2023-08-01,2023-08-01
cus_000000012010,2022-10-01,2022-10-01
cus_000000012012,2022-09-01,2022-09-01
cus_000000012016,2022-09-01,2022-09-01
cus_000000012052,2022-07-01,2022-07-01
cus_000000012060,2022-01-01,2022-01-01
cus_000000012069,2022-01-01,2022-01-01
cus_000000012083,2022-04-01,2022-04-01
cus_000000012084,2023-01-01,2023-01-01
cus_000000012090,2022-09-01,2022-09-01
cus_000000012120,2022-07-01,2022-07-01
cus_000000012144,2023-05-01,2023-05-01
